Unnamed: 0,comments,Service
1079,"Merci
Wave Côte d'Ivoire
pour la carte Visa
maintenant on espère que vous pourriez faire Wave bank aussi ... là vous serez candidat unique à votre propre succession",WAVE
1080,"Comment fait on pour avoir une carte visa oh!
Wave si j'explique notre histoire d'amour, crachat sortira dans bouche des gens ici",WAVE
1081,"Wave Côte d'Ivoire
Wave Côte d'Ivoire
Wave Côte d'Ivoire je vous ai appelé combien de fois, j'attends toujours ma carte visa hein,en comment mon enfant qui reçoit uniquement mes dépôts a reçu sa carte
.
J'attends la mienne dêh Ok",WAVE
1082,En tout cas affaire de carte visa là vous avez sciencés même félicitations fort wave chou,WAVE
1083,"Tout à fait, grâce à wave nous ne sommes plus victime de l'escroquerie des voisins, grand merci.",WAVE
1084,Christian Cédric n'doufou faut dire ça fort hummmmmm merci wave on est avec vous on attend juste les puces pour montrer aux autres réseaux qui a mis l'eau dans coco merci infiniment,WAVE
1085,"Wave Côte d'Ivoire
j’ai rien vu de carte visa et côte coffre parti tontine etc... non je suis fâché",WAVE
1086,"J'attends mon Kdo de la part de wave hein
vraiment merci beaucoup wave",WAVE
1087,Carte visa wave la c'est part ordre alphabétique oubien ?,WAVE
1088,J'attends toujours ma carte visa hein.,WAVE
1089,Merci Wave vraiment ont peut pas finir de vous remercier,WAVE
1090,Merci infiniment wave,WAVE
1091,"Sans vous on allait nous tuer peut être en 2025 on allait payer
500 f pour envoyer 1000 f à quelqu’un merci
Wave Côte d'Ivoire
big love",WAVE
1092,Merci pour la carte visa.,WAVE
1093,Votre afaire d carte visa ou y’a que les célébrités qui ont sa,WAVE
1094,Wave le réseau chéri des Ivoiriens merci pour tout,WAVE
1095,"Eh WAVE ma carte visa n’est pas encore venue
je connais votre cœur
merci encore car mes frères et sœur l’on reçu il reste moi",WAVE
1096,Wade côte d'Ivoire j'attends ma carte visa,WAVE
1097,"Wave je vous dois deux litre de bandji. Passer quand vous voulez, en un mot merci",WAVE
1098,WAVE merci ne peut jamais finir,WAVE
1099,Merci à wave j ai fait une transaction en me trompant de numero j ai appelé et ils n ont retourné mon argent merci bcp a wave,WAVE
1100,"L'année où vous allez envoyer votre carte visa, je serai déjà chez le voisin jaune
. Y'a quoi miiinnnnnme",WAVE
1101,"On attend puce, courant l'eau et canal + aussi
en tout cas on vous dit merci
.",WAVE
1102,Ma carte visa,WAVE
1103,J’ai aimé la carte visa wave,WAVE
1104,"Wave Côte d'Ivoire
Votre merci
ne peut pas finir",WAVE
1105,"Comment obtenir la carte virtuelle
Wave Côte d'Ivoire
?",WAVE
1106,Grand merci à Wave,WAVE
1107,"Avant pour transférer 100000f je payais 5000f comme frais grâce à
Wave Côte d'Ivoire
c'est 1000f imagine les économies en tout cas votre merci ne peut pas finir",WAVE
1108,Merci beaucoup a #WAVECI,WAVE
1109,"Je dis Merci à wave j'ai eu à égaré mon téléphone mais la pus ne t'ai pas identifier à mon nom , après j'ai appeler wave et j'ai expliqué mon problème ils sont Voyer mon l'argent",WAVE
1110,"Dire merci à wave,c’est comme un enfant qui dit merci à son père parce qu’il a payé sa scolarité, wave Côte d’Ivoire est-ce que y’a un autre mot après Merci ? Bref moi je vous dis vous êtes les sauveurs des sans voix",WAVE
1111,Wave ma carte prépayée ?,WAVE
1112,"Merci pour touuuutt,notre pingouin
d’amour",WAVE
1113,"J'ai vite su que vous et moi, il y aurait une connexion, c'est pourquoi, lorsque j'ai découvert wave en Janvier 2020 , je lui ai promis fidélité et respect. Aujourd'hui, je l'aime davantage grâce aux possibilités que Wave nous offre ( paiement d'abonnement canal , d'inscription en ligne des élèves, rechargemment des compteurs prépayés CIE , Sodeci...). Trop de choses et cela à moindre coût. Wave, Merci.",WAVE
1114,Et ma carte Visa?,WAVE
1115,Malheureusement je n'ai pas de carte virtuelle wave,WAVE
1116,Sans wave je ne peux pas envoyer de l'argent entouca merci beaucoup pour cette grâce,WAVE
1117,Si wave était en côte d'ivoire depuis 1960 la côte d'ivoire était à 0% de chômage merci à wave,WAVE
1118,"Merci wave, vous êtes les meilleurs",WAVE
1119,"Wave côte d'ivoire la procédure pour la carte visa.
C'est ce que j'attends pour finaliser mes payements",WAVE
1120,"Wave Côte d’Ivoire
! Merci d’alléger non seulement la tâche de transaction à la population mais aussi de nous fais économiser les frais ! On rester ensemble foooo saya",WAVE
1121,"Toujours
Wave Côte d'Ivoire",WAVE
1122,Merci beaucoup,WAVE
1123,Merci infiniment à wave grâce a vous on peux effectuer plusieurs achats et par tous vraiment votre Merci ne peux pas finir envoyer nous de nouvelles fonctionnalités encore,WAVE
1124,Carte visa là c'est comment hoo j'ai pas encore reçu pour moi,WAVE
1125,Merci pour tout le service que vous rendez aux populations. Activé la carte SIM Wave pour rendre la communication plus moins chère.,WAVE
1126,"On attend cette possibilité de pouvoir nous recharger avec
Wave Côte d'Ivoire
, votre merci peut pas finir",WAVE
1127,Merci infiniment wave le deboulonneur,WAVE
1128,"Wave Côte d'Ivoire
comment avoir la carte virtuelle ?",WAVE
1129,"Merci infiniment WAVE
Mais moi je ne comprends pas pourquoi je fais des paiements mais je ne reçois plus de cadeaux",WAVE
1130,"Avec Wave ton cœur bas pour envoyer de l’argent tu ne te fait même pas trop de Calcule vraiment merci
Wave Côte d'Ivoire",WAVE
1131,"Bonjours
Wave Côte d'Ivoire
je veux savoir si avant d’avoir la carte visa on doit d’abord augmenter notre plafond avec la carte d’identité",WAVE
1132,Merci à wave pour la simplicité de nos transactions .,WAVE
1133,"Un grand merci
à wave",WAVE
1134,Sans vous j'allais perdre mon argent cadeau. J'ai perdu mon téléphone avec ma puce et mon compte wave était connecté sur la puce en question mais malgré que la puce n'était pas identifié à mon nom j'ai pû avoir mon argent. Wave merci pour toujours,WAVE
1135,Wave ton merci finira jamais...,WAVE
1136,"Merci beaucoup à vous. Mais attention on commence à faire face à des arnaqueurs se réclamant d'agent wave.
Il y a un proverbe qui dit. # les chenilles qui détruisent le gombo sont du gombo#",WAVE
1137,Affaire de carte visa wave là c'est comment ?,WAVE
1138,"On attends notre carte virtuelle
Oubien oubien ya des conditions ?",WAVE
1139,"Eh je peux pas passer sans dire grand merci a wave côte d'ivoire
vous êtes",WAVE
1140,"Allons seulement grâce à vous à chaque instant du parcours on pense à vous. Quand on se souvient que pour une transaction de 5000f l'on payait comme Commission 500f, pour 10000f -1000 aujourd'hui c'est chose réelle. On avait que des anarqueurs. Nous vous Disons beaucoup merci.",WAVE
1141,merci beaucoup pour la carte.,WAVE
1142,Merci à vous,WAVE
1143,Au moins tu as bière en main,WAVE
1144,"J’ai Gros Sur Le Cœur Affaire De Carte Visa La. Ce Qui Me Fait Mal C’est Que Je Ne Peux Pas Faire Note Vocale
.
C’est Quel Déploiement Profressif Qui N’arrive Pas Depuis La",WAVE
1145,Très atteint.,WAVE
1146,Svp wave : comment fonctionne la carte visa ? Je veux juste savoir ça cert à quoi,WAVE
1147,On dirait on va commencer a se battre a cause de cette histoire de carte la maintenant hun,WAVE
1148,"Mais Wave je n’ai pas reçu ma carte aussi hein
!",WAVE
1149,Plus que touchē,WAVE
1150,En pleine journée,WAVE
1151,Djidji hein on rires mais reconnais que wave es la meilleur réseau du monde actuellement Wallaye moi même je suis fière de vous,WAVE
1152,"Merci
Wave Côte d'Ivoire
moi aussi j'ai reçu ma carte wave c'est toute ma vie",WAVE
1153,Graaaaave touché,WAVE
1154,C'est fouaaaa,WAVE
1155,Merci j’ai reçu ma carte bancaire wave virtuel. Merci,WAVE
1156,Wave faut me faire wave j’attends un jeton si ça tombe je te rembourse,WAVE
1157,Wave ou rien (Wor) !,WAVE
1158,Pour toi est mieux,WAVE
1159,Wave mes cadeaux son trop petit sciencer et puis je veux pas carburants la svp,WAVE
1160,Wave merci bcp de m’avoir crédité je vous adore,WAVE
1161,Tout le monde reçoit sa carte visa sauf moi eeeeeeh Wave,WAVE
1162,Très touché,WAVE
1163,"Cest pas facile dh fum
actuellement suis très nerveuse kan mon wave est vide",WAVE
1164,pourquoi wave fait des PRETS ça serai FOOORRMMMIIIDDDAAABBBBLLLEEEEE je vous assure,WAVE
1165,"Mais dans tout ça la oh, le taux qui s'appliquent sur les paiements en ligne s'élèvent à combien ? J'ai ma carte mais je n'ai pas encore osé utilisé j'attend de savoir a combien s'élève le pourcentage",WAVE
1166,Très touchée,WAVE
1167,Toi au moins tu a de la bière dans ta main epui tu es a la plage tu a payé ton transport pour arriver là bas au contraire tu es debout,WAVE
1168,Wave sciencer dépôt wave,WAVE
1169,"J'etais trop contente de voir l'onglet carte. Est c possible de l'avoir physiquement?
Wave Côte d'Ivoire",WAVE
1170,"Option Visa de Wave la fhum, c’est pas pour tout le monde oh.
Eux , ils vivent déjà dans 2030 pendant qu’on est encore en 2025.»
Franchement, ceux qui ont Visa sur Wave, on dirait qu’ils sont dans la loge secrète.",WAVE
1171,"Je reçois de l'argent dans mon compte Tik tok mais je n'ai pas PayPal.
Si wave pouvait sciencer sur ce point aussi",WAVE
1172,Grave touché,WAVE
1173,Affaire carte la c comment,WAVE
1174,"Pingnougnouchou
sciencé pour ma carte prépayée j’ai trop baisoin de sa sciencé",WAVE
1175,Affaire de carte visa là même c’est comment ?,WAVE
1176,Très très mais très mal touché,WAVE
1177,C'est vide mais tu as l'argent de bière,WAVE
1178,Vous avez envoyer carte visa à tout le monde sauf moi ok j’en tiendrai compte dans nos relations future,WAVE
1179,"Wawe de mon Grdo
Jose Franck Djeli",WAVE
1180,"Tchiaaa on
en dirait ils ont élevé mon cœur
je tombe malade mm",WAVE
1181,Ouais c’est gâté,WAVE
1182,Tellement vrai,WAVE
1183,"Wave Côte d'Ivoire
merci pour la carte virtuelle. Il reste la physique maintenant. On va maintenir la pression sur eux bientôt !",WAVE
1184,"Wave Côte d'Ivoire
merci pour mon cadeau de 9000mille",WAVE
1185,Très vide même je crois pas,WAVE
1186,"Wave Côte d'Ivoire
Anitcché dêh
ma carte vient d'arriver",WAVE
1187,"Quand le djê n’est pas calé, le mental est forcément décalé",WAVE
1188,Moi lorsque ma carte visa a été activée cet matin,WAVE
1189,"Wave Côte d'Ivoire
quand c'est comme ça je me sans plus bien",WAVE
1190,"Wave Côte d'Ivoire
même doit songé à nous faire des dépôt suprise même tchiaai on utilise plus wave maintenant que les autre application envoyer les jeu quand on gagne on perçoit de l'argent tchiaai je suis galère inh",WAVE
1191,C’est bas même,WAVE
1192,y’a plus mental même,WAVE
1193,"En plus, touché en ce début du week-end même…..pouhaa !",WAVE
1194,Vous aussi la wave souvent faite semblant de créditer un peu par erreur quelques comptes vident ça motive ohhh . Ahhhh,WAVE
1195,J'ai pas encore reçu ma carte visa,WAVE
1196,djamo vous a un peu mis la pression ! en tout cas on vas testé mtn la visa card de wave,WAVE
1197,Es que la carte visa offre un RIB ?,WAVE
1198,Ça c'est moi ça,WAVE
1199,Très très très touché,WAVE
1200,"Wave Côte d'Ivoire
pourquoi toujours pas de crédit ?",WAVE
1201,Ma situation actuelle,WAVE
1202,Djai sciencé 1000f seulement,WAVE
1203,"J'avais tellement confiance en wave
, bon je suis toujours dans l'attente d'une suite favorable à ma requête. Sinon c'est pas bon même
.",WAVE
1204,Mais wave pourquoi vous ne faites pas crédit aussi?,WAVE
1205,Bonjour wave tout le monde a sa carte visa sauf moi heeeeeeeee,WAVE
1206,Wave cote d' ivoire pardonnez donner nous un peu de crédit ça nous fera du bien,WAVE
1207,J'étais dans le même un coup bim je sortie dans dos 32.000f actuellement sur mon compte ...,WAVE
1208,"Wave Côte d'Ivoire
mon mental est très touché actuellement",WAVE
1209,"Wave Côte d'Ivoire
je dis oh wave affaire de carte visa virtuel là vous êtes à quel niveau tchai déployé la carte a tout le monde on va en profiter aussi c’est trop lent",WAVE
1210,"Ce qui me plaît Wave ne fait pas message pour te dire que tu dois te réabonner donc quand je vois le pingouin
je connais le suite hoooo. Glacé les choses là j'arrive hoooooooo",WAVE
1211,"Wave Côte d'Ivoire
je suis pas trop causant et ma carte",WAVE
1212,Le coffre est la,WAVE
1213,"Quand j'aurai ma carte virtuelle
J'espère que vous ne m'avez pas oublié",WAVE
1214,"Wave Côte d'Ivoire
j'attends toujours ma carte visa",WAVE
1215,Très mal,WAVE
1216,Mon wave actuellement,WAVE
1217,"Wave Côte d'Ivoire
affaire de carte visa là c’est comment",WAVE
1218,"Wave cote d'ivoire le 21septembre sais mon anniversaire
ou mon compte est tellement vite parcke la rentré a tout fini mon l'argent donc science wave",WAVE
1219,Ahh toi au moins,WAVE
1220,Très,WAVE
1221,A quand la cate visa virtuel wave au Burkina faso,WAVE
1222,"Wave Côte d'Ivoire
si je vous ai une fois injurié dites moi je vais vous demander pardon. Tout le monde à la carte prépayée sauf moi.",WAVE
1223,Avec wave on avance,WAVE
1224,Wave merci pour la carte Prépayer ( visa ),WAVE
1225,Comment ma carte virtuelle,WAVE
1226,"Avec
Wave Côte d'Ivoire
le mental n'est jamais touché",WAVE
1227,Je suis par terre ici depuis matin,WAVE
1228,Wave je suis là depuis maintenant une semaine je ne fais que payer les frais dans le différent coin dans ma vie de Bouaflé stp faite une descente yeu sou fatiguéeee,WAVE
1229,"Pfff, c'est atteint même",WAVE
1230,Il boit pour noyer ses soucis le mental est vraiment touché,WAVE
1231,Ce sont les cadeaux que vous nous donnez là qui nous rendent cohan,WAVE
1232,"Wave ma carte visa Hein.
Faut être dans secte pour avoir ça ou bien.",WAVE
1233,"Ouais j’ai payé mon abonnement Netflix donc je peux payer pour Facebook, et Apple Music etc… ouais je suis tranquille sans frais",WAVE
1234,À l'heure là ma bouche est amère meme,WAVE
1235,"Aaah depuis on vous demande de nous donner accès aux cartes prépayées wave, vous tournez en rond.
Djamo est entrain de sortir dans dos et prendre nos cœurs hein...
Restez là seulement pour conjuguer...
Orange aussi améliore sa carte prépayée et accessible à tous même si c'est payant, vous restez là seulement, depuis plusieurs mois on vous demande mais vous ne dites rien de bon... Ok",WAVE
1236,Je veux carte visa keh yakoi meme,WAVE
1237,Tchrrr c est si tu es les moyens d avoir une bière que tu va vibssé,WAVE
1238,Lourdement touché,WAVE
1239,Donc dans affaire de carte aussi je suis irrecevable,WAVE
1240,Quand mon wave est vide,WAVE
1241,Toi au moins tu as toujours un peu pour t'acheter une bouteille,WAVE
1242,Wave CI est-il normal de bloquer le compte d'un client pendant 2 semaines ?,WAVE
1243,Faut sciencer,WAVE
1244,"Wave Côte d'Ivoire
merci wave chou d'avoir activé ma carte prépayée",WAVE
1245,Trop même,WAVE
1246,Donné carte visa wave la,WAVE
1247,"Moi toujours en attente de ma carte
Est-ce que ma carte Visa Wave a besoin d’un visa pour venir jusqu’à moi ? Parce que ça traîne trop",WAVE
1248,"Deh que je vois pingouin bleu dans ma tête on
m'a fait un dépôt",WAVE
1249,Vous là restez pour donner proverbes seulement heinnn ne faites pas sortir les cartes Visa wave pour tous le monde heinnn yfy,WAVE
1250,Il est fâché hoo,WAVE
1251,Mon mental même ne répond actuellement,WAVE
1252,Wave merci pour la carte,WAVE
1253,"Carte wave là, c'est comme CNI ,il y'a couloir de ça aussi oublient ? Ahi donner les cartes on n'a des achats a faire aussi...",WAVE
1254,Moi mon cas je me noie hein,WAVE
1255,Merci beaucoup pour la carte Visa,WAVE
1256,J’ai ma carte visa Wave merci beaucoup,WAVE
1257,C'est dosé,WAVE
1258,On vous aimes inh mais la partie ou vous donnez cadeau 100f 50f onh onh j’ai pas aimé,WAVE
1259,Aimée Khonan,WAVE
1260,Merci a wave pour mon bon. J'ai mon neveu qui a pu retirer pour moi.,WAVE
1261,"L'adversaire as trop volé nos parents quand je pense que pour envoyer simple 5000 à ton parents tu dois payer 600 comme commission puff
Wave Côte d'Ivoire
merci wave ci on attend vos puce avec vos logements wave",WAVE
1262,"Félicitations à nos 3 gagnants de la deuxième semaine
https://www.facebook.com/profile.php?id=61578153866046
https://www.facebook.com/simonpierre.yeo.58
https://www.facebook.com/ib.diakho
Chacun remporte 30 000 F de bons de LDF
Ils seront contactés très bientôt pour leur indiquer la procédure à suivre afin de rentrer en possession de leur lot
Merci à tous pour votre participation
Le jeu continue, alors tentez aussi votre chance en commentant sous ce post !
#WaveCI #JeuRentrée #ToujoursAvecVous",WAVE
1263,"Félicitations à nos 3 gagnants de cette premiere semaine
https://www.facebook.com/aimee.khonan
https://www.facebook.com/anselm.kessa
https://www.facebook.com/inoussa.yahiya.9
Chacun remporte 30 000 F de bons de LDF
Ils seront contactés très bientôt pour leur indiquer la procédure à suivre afin de rentrer en possession de leur lot
Merci à tous pour votre participation
Le jeu continue, alors tentez aussi votre chance en commentant sous ce post !
#WaveCI #JeuRentrée #ToujoursAvecVous",WAVE
